,episode,date,name_ja,opening_ja,dupe_number,day_order
1117,1094,2012-02-26,クイズ松本人志の100のコト（前編）,なし,1,2012-02-26-1.0
1118,1095,2012-03-04,クイズ松本人志の100のコト（後編）,なし,1,2012-03-04-1.0
1119,1096,2012-03-11,松本人志の100のコトお仕置き！松本！100叫びの刑〜!!,なし,1,2012-03-11-1.0
1120,1097,2012-03-18,着ぐるみトーク,ギャラ交渉の方法→それぞれのギャラはいくら?→夫と嫁　強いのはどっち!?→松本VS嫁　夫婦のパワーバランス→田中が嫁に言われてショックだったこと→突然(秘)ゲストが登場→小藪登場　その目的とは？→梅宮ビンタの真相→小藪登場　その目的とは？→小藪が提案　ガキの使い　メンバーチェンジ→小藪提案企画　ヘイポーを叩き直す,1,2012-03-18-1.0
1121,1098,2012-03-25,密着 田中直樹(田中 破天荒),なし,1,2012-03-25-1.0
1122,1099,2012-04-01,ガキの使い卒業 さようなら山崎邦正,なし,1,2012-04-01-1.0
1123,1100,2012-04-08,放送1100回記念企画　賞金10万円争奪!! どっちにハンドルを切る!?ええとこ突くわGO!GO!（前編）,なし,1,2012-04-08-1.0
1124,1101,2012-04-15,賞金10万円争奪!! どっちにハンドルを切る!?ええとこ突くわGO!GO!（後編）,笑ってはいけない温泉旅館のお仕置き→田中の中古のボルボ→山崎の嫁→松本と三又の関係→松本の後輩→田中のオカン,1,2012-04-15-1.0
1125,1102,2012-04-22,村上ショージ マイケル・ジャクソン教室,浜田に聞きたい事→山崎の株→対応できない瞬間,1,2012-04-22-1.0
1126,1103,2012-04-29,オーディションクイズ！正解率度外視！ええ子率コンテスト〜!!,なし,1,2012-04-29-1.0
1127,1104,2012-05-06,業界騒然！身の周りの男前コンテスト〜!!,なし,1,2012-05-06-1.0
1128,1105,2012-05-13,着ぐるみトーク,浜田はスタッフに気を使わせている→山崎が病気した理由,1,2012-05-13-1.0
1129,1106,2012-05-20,お笑いガイドライン大判定会〜!!,なし,1,2012-05-20-1.0
1130,1107,2012-05-27,腹ペコ!! ハングリードライブ!!（前編）,なし,1,2012-05-27-1.0
1131,1108,2012-06-03,腹ペコ!! ハングリードライブ!!（後編）,田中の破天荒の後日談(松本×遠藤×田中),1,2012-06-03-1.0
1132,1109,2012-06-10,ココリコ田中が激怒 その意外な訳は？(田中 破天荒),なし,1,2012-06-10-1.0
1133,1110,2012-06-17,ネコババ王グランプリ,なし,1,2012-06-17-1.0
1134,1111,2012-06-24,ネコババ王グランプリ 完結編,なし,1,2012-06-24-1.0
1135,1112,2012-07-01,小藪のヘイポー根性叩きなおし旅〜!!,なし,1,2012-07-01-1.0
1136,1113,2012-07-08,浜田の真骨頂！今夜開眼なんやねん50人斬り挑戦,なし,1,2012-07-08-1.0
1137,1114,2012-07-15,天才音楽プロデューサー山崎 5度目の正直! 音楽業界に殴り込み〜!!,なし,1,2012-07-15-1.0
1138,1115,2012-07-22,板尾の嫁がインドのお化け番組に出演？,なし,1,2012-07-22-1.0
1139,1116,2012-07-29,着ぐるみトーク,ダウンタウン結成30周年→山崎が大晦日にモリマン対決やろうの話,1,2012-07-29-1.0
1140,1117,2012-08-12,究極芸の祭典 ハイテンション ザ・ベストテン（前編）,なし,1,2012-08-12-1.0
1141,1118,2012-08-19,究極芸の祭典 ハイテンション ザ・ベストテン（後編）,なし,1,2012-08-19-1.0
1142,1119,2012-08-26,この一口に命をかけろ 賞金10万円争奪！きき水ようかん〜!!,なし,1,2012-08-26-1.0
1143,1120,2012-09-02,第二回 浜田雅功 天然裁判（前編）,なし,1,2012-09-02-1.0
1144,1121,2012-09-09,第二回 浜田雅功 天然裁判（後編）,芸人はストレスのある仕事→松本を悩ます 浜田のツッコミ,1,2012-09-09-1.0
1145,1122,2012-09-16,一体何が起きた!? ヘイポーのサウンドリアクションクイズ〜!!（前編）,なし,1,2012-09-16-1.0
1146,1123,2012-09-23,一体何が起きた!? ヘイポーのサウンドリアクションクイズ〜!!（後編）,なし,1,2012-09-23-1.0
1147,1124,2012-09-30,遠藤たけしの限界チャレンジ！ノンストップウォータースライダー,なし,1,2012-09-30-1.0
1148,1125,2012-10-07,ハリセンボン・春菜 七変化〜!!,なし,1,2012-10-07-1.0
1149,1126,2012-10-14,日テレさんに甘えて! 絶対においしい やってみたかってん料理選手権〜!! (シリーズ第13弾),なし,1,2012-10-14-1.0
1150,1127,2012-10-21,ローラ完全プロデュース!! たくさん取れればいい感じ カルタ争奪戦〜!!,なし,1,2012-10-21-1.0
1151,1128,2012-10-28,田中 お仕置き 109前でローラのモノマネ,村上ショージからの預り物 35周年ライブのチケット→トータル藤田がイベントで...→浜田のうらやましい性格→田中 ローラのお仕置きで...→山崎 ガキ使卒業報道 その真相は？→視聴者からの質問「子どもの学校行事の思い出」,1,2012-10-28-1.0
1152,1129,2012-11-04,テレビで初出し！とっておきの切り札顔 選手権〜!!,なし,1,2012-11-04-1.0
1153,1130,2012-11-11,テレビで初出し！とっておきの切り札顔 選手権〜!! 完結編,なし,1,2012-11-11-1.0
1154,1131,2012-11-18,大人になんてなりたくない！チーム対抗LEGOバトル〜!!,なし,1,2012-11-18-1.0
1155,1132,2012-11-25,芸能界No.1決定戦 TKJグランプリ3,なし,1,2012-11-25-1.0
1156,1133,2012-12-02,芸能界No.1決定戦 TKJグランプリ3 完結編,なし,1,2012-12-02-1.0
1157,1134,2012-12-09,この一口に命をかけろ 賞金10万円争奪！ききカステラ〜!!,なし,1,2012-12-09-1.0
1158,1135,2012-12-23,第15回 年末特別企画 2012年 ガキの使いおもしろVTRベスト10!!,なし,1,2012-12-23-1.0
1159,-,2012-12-30,大晦日SP直前!!笑ってはいけない熱血教師徹底解剖,なし,1,2012-12-30-1.0
1160,-,2012-12-31,笑ってはいけないシリーズ放送10周年記念企画 大晦日年越しSP 絶対に笑ってはいけない熱血教師24時,なし,1,2012-12-31-1.0
1161,1136,2013-01-06,笑ってはいけない熱血教師未公開シーン,なし,1,2013-01-06-1.0
1162,-,2013-01-08,笑ってはいけない熱血教師お見逃しも未公開も一挙大公開SP!!,なし,1,2013-01-08-1.0
1163,1137,2013-01-13,千原せいじ完全プロデュース!!カルタ争奪戦〜!!,なし,1,2013-01-13-1.0
1164,1138,2013-01-20,浜田雅功の快脳！マジかるハマダ,なし,1,2013-01-20-1.0
1165,1139,2013-01-27,第24回 今年もヘビー級の笑いで頑張るん蛇！新春大新年会〜!! ＆ 山崎邦正プレゼンツ 第6回 山-1グランプリ!!,なし,1,2013-01-27-1.0
1166,1140,2013-02-03,山崎邦正プレゼンツ 第6回 山-1グランプリ!!（後編）,なし,1,2013-02-03-1.0
1167,1141,2013-02-10,着ぐるみトーク,吉本内で語り継がれる美談→浜田はインフルエンザにかかり過ぎ？→ノロウイルスも流行中→ダウンタウンの物語の舞台に邦正＆遠藤が出演!!→大晦日「お白州事件」遠藤が後日談を激白!!→「ほちぃ」が流行中→「ほちぃ」「調教」が流行中→田中の奥さんが大晦日に出演→月亭邦正に改名して変化は？→「調教」の真相を激白!!,1,2013-02-10-1.0
1168,1142,2013-02-17,千鳥大悟 七変化〜!!,なし,1,2013-02-17-1.0
1169,1143,2013-02-24,ビックリ顔王グランプリ（前編）,なし,1,2013-02-24-1.0
1170,1144,2013-03-03,ビックリ顔王グランプリ 後編（中編）,なし,1,2013-03-03-1.0
1171,1145,2013-03-10,ビックリ顔王グランプリ 完結編（後編）,なし,1,2013-03-10-1.0
1172,1146,2013-03-17,THE浜田べガスSHOW（前編）,なし,1,2013-03-17-1.0
1173,1147,2013-03-24,THE浜田べガスSHOW（後編）,なし,1,2013-03-24-1.0
1174,1148,2013-03-31,着ぐるみトーク,ピロリ菌が死んで→山崎は企画でダイエットしてた→ゆるキャラ,1,2013-03-31-1.0
1175,1149,2013-04-07,ガキの使い卒業 さようなら山崎邦正,なし,1,2013-04-07-1.0
1176,1150,2013-04-14,何も知らない芸能人に理不尽なタイキックを叩き込む!!（破天荒田中3）,なし,1,2013-04-14-1.0
1177,1151,2013-04-21,村上ショージの神様教室,なし,1,2013-04-21-1.0
1178,1152,2013-04-28,喜伸VS大沼の泥仕合をみてみよう〜!!,なし,1,2013-04-28-1.0
1179,1153,2013-05-05,着ぐるみトーク ＆ 喜伸VS大沼 秘蔵の泥仕合公開,5人の老眼を測ろう,1,2013-05-05-1.0
1180,1154,2013-05-12,祝ハッピーバースデー！浜田雅功50歳！マジ感謝状サプライズ〜!!（前編）,なし,1,2013-05-12-1.0
1181,1155,2013-05-19,祝ハッピーバースデー！浜田雅功50歳！マジ感謝状サプライズ〜!!（後編）,なし,1,2013-05-19-1.0
1182,1156,2013-05-26,懐かしのレトロゲーム ファミコンを遊び尽くせ〜!!,なし,1,2013-05-26-1.0
1183,1157,2013-06-02,章造遠藤のクイズ!まぁまぁまぁ2,なし,1,2013-06-02-1.0
1184,1158,2013-06-09,着ぐるみトーク,芸人にまつわる都市伝説→浜田マジ感謝状 収録裏話→ライセンス藤原 収録中に泥酔,1,2013-06-09-1.0
1185,1159,2013-06-16,浜田は許してくれるのか!? ライセンス藤原 誠意のみそぎ決行〜!!（ライセンス藤原 ヘイポー育児生活 1泊2日）（前編）,なし,1,2013-06-16-1.0
1186,1160,2013-06-23,ライセンス藤原 ヘイポー育児生活 1泊2日 完結編（後編）,なし,1,2013-06-23-1.0
1187,1161,2013-06-30,賞金10万円争奪！コンビ対抗なんでもバトル〜!!（ダウンタウン理不尽シリーズ）,なし,1,2013-06-30-1.0
1188,1162,2013-07-07,この一口に命をかけろ 賞金10万円争奪！きき魚肉ソーセージ〜!!,なし,1,2013-07-07-1.0
1189,1163,2013-07-14,言い方だけやんデスマッチ!!,なし,1,2013-07-14-1.0
1190,1164,2013-07-28,マツコ・デラックス完全プロデュース！デラックスに取れればいいじゃない！カルタ争奪戦〜!!（前編）,なし,1,2013-07-28-1.0
1191,1165,2013-08-04,マツコ・デラックス完全プロデュース！デラックスに取れればいいじゃない！カルタ争奪戦〜!!（後編）,なし,1,2013-08-04-1.0
1192,1166,2013-08-11,松本 マツコとスカイツリーデート,スカイツリーデートの裏話→遠藤はカルタが下手,1,2013-08-11-1.0
1193,1167,2013-08-18,田中直樹 野生の王国〜!!,なし,1,2013-08-18-1.0
1194,1168,2013-08-25,西川きよし しんどいわ裁判（前編）,なし,1,2013-08-25-1.0
1195,1169,2013-09-01,西川きよし しんどいわ裁判（中編）,なし,1,2013-09-01-1.0
1196,1170,2013-09-08,西川きよし しんどいわ裁判 完結編（後編）,なし,1,2013-09-08-1.0
1197,1171,2013-09-15,ポジティブに生きなきゃ意味がない!ネガティブ禁止ツアー!!,なし,1,2013-09-15-1.0
1198,1172,2013-09-22,月亭方正がラップバトルに挑戦！,松本 ききスターバックスに挑戦!,1,2013-09-22-1.0
1199,1173,2013-09-29,第2回 懐かしのレトロゲーム ファミコンを遊び尽くせ〜!!,なし,1,2013-09-29-1.0
1200,1174,2013-10-06,着ぐるみトーク,ガキの収録が休みの間何をしていたのか→浜田番組のロケでニューヨークへ→松本映画祭りのためカナダへ→飛行機のファーストクラスはすごい→松本ローカル番組に単独出演→楽天マー君の連勝記録芸人で例えると何？,1,2013-10-06-1.0
1201,1175,2013-10-13,ブランド王ロイヤル社長森田勉の100のコト,なし,1,2013-10-13-1.0
1202,1176,2013-10-20,スペシャルマッチ王グランプリ（前編）,なし,1,2013-10-20-1.0
1203,1177,2013-10-27,スペシャルマッチ王グランプリ 完結編（後編）,なし,1,2013-10-27-1.0
1204,1178,2013-11-03,ネプチューン・堀内健 七変化〜!!,なし,1,2013-11-03-1.0
1205,1179,2013-11-10,イッツジーの目ヂカラクイズ!!（板尾シリーズ）,なし,1,2013-11-10-1.0
1206,1180,2013-11-17,第3回 ドライブは豆知識でGO!50!,なし,1,2013-11-17-1.0
1207,1181,2013-11-24,着ぐるみトーク,大晦日は笑ってはいけない地球防衛軍→捨てられない私物を視聴者プレゼント,1,2013-11-24-1.0
1208,1182,2013-12-01,この一口に命をかけろ 賞金10万円争奪！きき食べるラー油〜!!,なし,1,2013-12-01-1.0
1209,1183,2013-12-08,懐かしのゲーセンゲームを遊びつくせ！,なし,1,2013-12-08-1.0
1210,1184,2013-12-15,笑ってはいけない地球防衛軍どこよりも早くお見せしちゃいますSP,なし,1,2013-12-15-1.0
1211,1185,2013-12-22,第16回 年末特別企画 2013年 ガキの使いおもしろVTRベスト10!!,なし,1,2013-12-22-1.0
1212,-,2013-12-29,大晦日SP直前!!徹底解剖SP!!,なし,1,2013-12-29-1.0
1213,-,2013-12-31,大晦日年越しスペシャル 絶対に笑ってはいけない地球防衛軍24時,なし,1,2013-12-31-1.0
1214,-,2014-01-03,絶対に笑ってはいけない地球防衛軍24時 お見逃しも未公開も一挙大公開SP!!,なし,1,2014-01-03-1.0
1215,1186,2014-01-05,笑ってはいけない地球防衛軍最後の未公開VTR,なし,1,2014-01-05-1.0
1216,1187,2014-01-12,本邦初公開 笑ってはいけない地球防衛軍24時 宇宙人生体実験映像〜!!,なし,1,2014-01-12-1.0
1217,1188,2014-01-19,みんなの事を1番理解しているのは俺だ！どうせお前こんなん好きなんやろ!?選手権〜!!,なし,1,2014-01-19-1.0
1218,1189,2014-01-26,第25回 2014年もきっとウマくいく！新春大新年〜!! ＆ 月亭邦正プレゼンツ 第8回 山-1グランプリ!!,なし,1,2014-01-26-1.0
1219,1190,2014-02-02,着ぐるみトーク→超簡単 こだわり料理披露!!,ガキメンバーの年末年始の過ごし方,1,2014-02-02-1.0
1220,1191,2014-02-09,ハイテンション ザ・ベストテン（前編）,なし,1,2014-02-09-1.0
1221,1192,2014-02-16,ハイテンション ザ・ベストテン（後編）,なし,1,2014-02-16-1.0
1222,1193,2014-02-23,ポジティブに生きなきゃ意味がない! 真冬のネガティブ禁止ツアー!!,正月休み ばったり→衝撃!松本と遠藤の初対面→松本と田中の初対面は…,1,2014-02-23-1.0
1223,1194,2014-03-02,全乗っかり 即興! ウソつき旅館（前編）,なし,1,2014-03-02-1.0
1224,1195,2014-03-09,全乗っかり 即興! ウソつき旅館 完結編（後編）,方正の悩み相談→キム兄がおじいちゃんに!,1,2014-03-09-1.0
1225,1196,2014-03-16,月亭方正 生誕46周年記念 前代未聞！24時間ロングインタビュー!!（前編）,なし,1,2014-03-16-1.0
1226,1197,2014-03-23,月亭方正 生誕46周年記念 前代未聞！24時間ロングインタビュー!!（後編）,最近泣いた出来事→中学時代の(秘)事件!!→方正 ダウンタウンと初対面→遠藤 浜田と初対面→田中 浜田と初対面→田中 師匠への挨拶で…,1,2014-03-23-1.0
1227,1198,2014-03-30,世界のヘイポー傑作集（総集編）,なし,1,2014-03-30-1.0
1228,1199,2014-04-06,今年 大流行 間違いなし!? 夜の口ぱくヒットスタジオ,なし,1,2014-04-06-1.0
1229,1200,2014-04-13,放送1200回記念企画　ガキの使い 卒業 さようなら 月亭方正,なし,1,2014-04-13-1.0
1230,1201,2014-04-20,熱血 浜田塾!!,なし,1,2014-04-20-1.0
1231,1202,2014-04-27,初の自ら立候補！TKO 木下 七変化〜!!,なし,1,2014-04-27-1.0
1232,1203,2014-05-04,こいつの事を一番理解しているのは俺だ！どうせお前こんなん好きなんやろ!?選手権〜!!（木村祐一編）,なし,1,2014-05-04-1.0
1233,1204,2014-05-11,浜田雅功 老い！老い！裁判（前編）,なし,1,2014-05-11-1.0
1234,1205,2014-05-18,浜田雅功 老い！老い！裁判 完結編（後編）,なし,1,2014-05-18-1.0
1235,1206,2014-05-25,この一口に命をかけろ 賞金10万円争奪！ききノンアルコールビール〜!!,なし,1,2014-05-25-1.0
1236,1207,2014-06-01,着ぐるみトーク,ガキの使いあるある なかなか来ない浜田→方正に起こった優しい出来事→方正が物申す 誕生日を祝ってほしい→本当に方正はガキのレギュラーなのか？→それぞれの誕生日の過ごし方→消えた松本の誕生日プレゼント→実はコレ 今はないんです→現在 入手困難！トムヤムクンヌードルを試食,1,2014-06-01-1.0
